smiles,cal_solv_free
O/N=C1\COc2ccccc21,-7.716992478
Nc1cccc(Cl)c1,-6.946134094
Cc1cccc(C)c1C,-3.320883322
O=Cc1ccc(O)cc1O,-12.61873037
N#Cc1cccc([N+](=O)[O-])c1,-10.09083143
CC(=O)c1ccncc1,-7.96246184
NC(=S)c1cnccn1,-9.840398467
Cc1ccc2c(c1)[C@@H](O)CC2,-6.537989039
O[C@H]1CCCc2ccccc21,-6.399459932
Cc1cccc(C(=O)O)c1,-7.605923208
OCc1ccoc1,-7.697853423
Cc1oncc1C(=O)O,-9.640028249
Cn1ccc(=N)cc1,-12.3651473
C=C(CNC)c1ccccc1,-5.209449968
N#Cc1ccccc1Cl,-6.955822848
OCc1ccccc1O,-7.955565505
N=C(N)c1ccc(N)cc1,-14.09323454
Cc1nc([N+](=O)[O-])c[nH]1,-15.34346036
O=CN/C=C/c1ccccc1,-11.21608236
COc1ccccc1,-4.519665875
c1nc(C2CCNC2)c[nH]1,-11.06815943
Cc1cc(C)cc(C)c1,-3.222326601
O=C(O)c1cncc(O)c1,-12.25901653
C/[N+]([O-])=C/c1ccco1,-11.85279794
c1cncc(C2=NCCC2)c1,-7.207109227
c1ccc2c(c1)CNCN2,-7.541377529
Cc1ccnc(S)n1,-6.537926288
CCC#CCCc1c[nH]cn1,-12.47320452
N#CC(N)Cc1ccccc1,-12.38481346
O=Cc1ccsc1,-6.214413508
Cc1ccc(C(N)=O)cc1,-11.18103593
N#Cc1ccc(C#N)c(F)c1,-10.20067706
Cc1ccccc1C/C=N/N,-8.58656446
Cc1ccc(C=O)o1,-6.54367428
c1ccc2c(c1)CCCNC2,-5.504354567
NCC(O)c1ccsc1,-9.284060651
O=COc1ccccc1,-6.843134602
CCOc1ccccc1,-4.562016525
CN(C)Cc1ccccn1,-5.709851542
Cc1ccsc1C(=O)O,-7.517293696
O=c1ccss1,-6.198587706
Cc1ccoc1C,-3.375156662
COc1ccc(C)cc1N,-7.317845917
Cc1nonc1/C=N/O,-8.294671909
C[n+]1cccc(C(=O)[O-])c1,-34.48209493
Nc1ccccc1C(=O)O,-8.810497679
O=c1ccc(=O)[nH][nH]1,-16.76197809
CN(N=O)c1ccccn1,-10.14937812
O=C(O)c1ccc(F)nc1,-9.027327484
N#CNC(=N)c1ccccc1,-15.20594155
CC(C)(C)c1ccc(N)cc1,-7.085184035
COC(=O)c1ccncc1,-7.378526134
Oc1cccc(O)c1O,-12.66446957
CCc1ccc(C=O)cc1,-6.453908975
Cc1cc(C)n(C(=N)N)n1,-10.39528673
Cc1nnc(N)s1,-11.66473319
CC(C)Cc1ncc[nH]1,-9.502885938
O=[N+]([O-])c1ccc[nH]1,-8.90215179
OC/C=C\c1ccccc1,-8.294973114
NC(CO)c1ccccc1,-8.989099575
O=c1c(O)ccccc1O,-7.3701175
Sc1cccc(Cl)c1,-4.64012897
Clc1cc(Cl)ncn1,-4.852917611
Cc1c(O)ccoc1=O,-12.3996227
NCCc1nnn[nH]1,-14.34752042
O=C1NCCc2[nH]ccc21,-14.54038562
Nc1cncc(N)c1N,-14.55541448
C=CCc1ccc(OC)cc1,-5.519471283
O=C(NO)c1ccncc1,-11.81983484
NCCOc1ccccn1,-7.906563249
CN(O)c1ccccn1,-7.37887754
NS(=O)(=O)c1ncc[nH]1,-16.61266209
c1cn2c(n1)COCC2,-9.438679115
Nc1nnc(S)s1,-12.57984357
C1=CNC(c2ccccc2)N1,-8.615988404
Cc1cnc(CO)cn1,-7.699905381
CCOC(=O)c1cn[nH]c1,-11.14798498
Nc1ccncc1N,-11.6510723
NCc1ccnc(Cl)c1,-8.870876691
Cc1ccccc1C(=O)O,-7.619703328
CCc1ccc(O)cc1O,-9.515429863
CCc1cc(C(=O)O)[nH]n1,-10.25856486
NC1Cc2ccccc21,-6.541245816
C[C@H](N)Cc1c[nH]cn1,-12.7731292
Cc1nnc(S)[nH]c1=O,-12.44269499
NC1CCc2ccccc2C1,-6.679003087
COc1ccnc(CN)c1,-8.978268753
Cc1cc(CO)nn1C,-9.546453957
CCc1nc(C#N)c(C#N)[nH]1,-15.52118375
Nc1ccc[nH]1,-8.627553414
CNc1cc(OC)ccn1,-8.773198485
Cc1ccc(C)c(C)c1C,-3.424798978
N[C@H]1C[C@@H]1c1ccccc1,-6.721730243
C[C@H](N)c1ccccc1,-6.451235782
C[C@H](c1c[nH]cn1)[C@@H](C)N,-12.36076101
N[C@H]1CCc2ccccc2C1,-6.798688069
O=c1cc(CO)occ1O,-17.23817033
Oc1cc(F)ccc1F,-5.563572686
NC1(c2ccccn2)CC1,-6.40279201
Nc1nccs1,-8.257623718
Cc1ccc(O)cc1C,-6.741283454
CNc1ccc(N)nc1,-10.32784823
NOCc1ccccc1,-8.67156069
O=C(O)c1ccc[nH]c1=O,-16.36322059
N=C(N)c1cccc(CN)c1,-13.77306639
O=C(O)c1sccc1F,-8.361451523
NCc1cc(O)no1,-13.83726694
Cc1ccncc1C(=O)O,-9.230929379
Cn1cccc/c1=N\C1CC1,-7.208138344
Nc1cc(F)nc(F)c1,-10.54937809
CCc1cc(C)cc(=O)o1,-9.034895255
NCCCc1ccccc1,-6.919948101
S=c1ccss1,-6.690900676
Nc1onc2c1CCC2,-10.45588537
O=[N+]([O-])/C=C/c1ccco1,-8.44473465
Cc1cc(C)cc(N)c1,-6.73602492
Nc1cc(O)ccc1Cl,-9.49955386
Cn1c(Cl)cnc1CO,-9.104787319
CCc1ccccn1,-4.771341311
Cc1ccnc(CCO)n1,-8.316753986
Cc1ccc(C)c(CCN)c1,-6.735874318
NCCc1nnc(S)o1,-11.92980596
Cc1cc(Cl)nc(N)n1,-8.021121475
CN(N=O)c1ccncc1,-9.968705436
OCc1ccc(Cl)cc1,-6.885083646
Cc1ccc(O)c(N)c1,-8.02584035
Cn1cncc1/C=N/O,-12.71983478
C=CCc1ccccc1O,-7.137556019
COc1cccc(O)c1,-8.432429179
CCn1cccc(O)c1=O,-8.695908078
C=CC(=O)c1ccccc1,-6.537010124
CC(=O)Nc1ccccn1,-13.38956993
Nc1c[nH]c(=O)[nH]c1=O,-16.06132553
CSc1ncc[nH]1,-8.760698486
Cc1cc(C)oc(=S)c1,-10.24824859
OC/C=C/c1ccccc1,-8.22632352
Cc1ccnc(N(C)C)n1,-5.57163619
CC(=O)c1ccccc1N,-7.462399121
Oc1nc[nH]n1,-12.75704612
Cl.Nc1ccc(O)cc1,-10.68597447
C/C(=N\O)c1ccccc1,-9.80894139
SCc1ccccc1,-5.33354007
NC1(Cc2ccccc2)CC1,-7.316057514
c1cncc(C2N=NN=N2)c1,-9.776455198
OCc1cc(Cl)ccn1,-6.500551793
CC(C)(C)c1ccccc1,-3.565593396
Cc1c[nH]c(=O)[nH]c1=O,-14.11526014
CCCc1n[nH]c(O)n1,-15.17847543
Cn1cncc1C(=O)NN,-17.50027498
Cn1ccnc1F,-6.940191574
NNC(=O)c1ccc[nH]1,-14.31629552
CC(=O)c1ccccn1,-6.642544756
Oc1cccc(O)c1F,-9.276367378
ClCCCc1cc[nH]n1,-9.647426591
Cc1ccc(NC=O)cc1,-8.478795893
Cn1ccc(=O)n(C)c1=O,-11.31213532
c1cnc(N2CCCC2)nc1,-6.050288267
N/N=C/c1ccc(O)cc1,-11.66389233
Nc1cc(O)ncn1,-14.67752165
CN(C)CCc1cnc[nH]1,-11.42401408
C/C=N/c1cc[nH]c(=O)n1,-16.37229438
CC[C@H](O)c1ccccc1,-6.928237508
C=COC(=O)c1ccccc1,-5.851041292
COc1ccc(N)c(C)c1,-8.067092857
O=C(O)c1cncnc1,-9.552007421
Oc1c(F)cc(F)cc1F,-6.154467478
CC(=O)Nc1ccncc1,-11.78047113
c1ccc([C@@H]2CO2)cc1,-5.351455481
CCn1sccc1=O,-8.676612146
Nc1nnnn1CCO,-20.22812371
FC(F)c1ccccc1,-5.165041085
CN/N=N/c1ccc(C)cc1,-7.038528666
O/N=C/c1ccns1,-7.978331568
Cc1csc(C(=O)O)c1,-7.90754844
O=C1CCc2ccccc2O1,-8.466779077
FC(F)(F)c1c[nH]cn1,-11.11401159
CCn1nc(C)cc1N,-10.123349
O/N=C/c1ncccc1O,-13.90177496
On1ccccc1=S,-8.617645031
OC[C@H]1C[C@@H]1c1ccccc1,-8.257121711
Cn1nc(Cl)cc1C=O,-8.840837788
CCCc1cn[nH]c1,-7.711545691
NNc1ccc(F)cc1,-8.746052402
Nc1ccnc(O)c1F,-10.27532565
Cc1ccc(Cl)cc1N,-6.85365167
C=Cc1ccc(O)cc1,-7.348531156
O/N=C/c1ccccc1,-7.091841916
[N-]=[N+]=NCCc1ccccn1,-6.968649152
N#Cc1cnc(NN)nc1,-11.97206249
C1=Nc2ccccc2CN1,-9.71952749
Cl.NCc1ccccc1,-10.11642757
O=C1N=Cc2ccccc21,-9.36084905
Cc1nn(O)c(C)c1CN,-11.29600831
Cc1nn(O)cc1CN,-11.15915466
NNc1nncc(O)n1,-16.58857826
Cc1nc[nH]c(=O)c1Cl,-12.15810665
N=C(N)Nc1cccnn1,-15.51165814
On1ncc2c1CCNC2,-10.68950107
Nc1ccc(O)c(N)c1,-12.55892239
CCc1nccnc1OC,-5.252277525
CCc1ccc(O)c(O)c1,-8.569766018
CNc1cc(C)cc(C)n1,-6.894100964
O=C(O)/C=C/c1ccco1,-9.240354579
NNC(=O)c1cccs1,-15.36022116
COc1c(O)cccc1O,-12.00904165
CCc1ccc(CN)cc1,-6.336909735
O=Cc1cccc(F)c1,-6.21610151
N/N=C/c1ccccc1O,-11.14358613
Cc1ccccc1CC(C)N,-7.580691031
Cc1cc(N)no1,-9.963082947
CCOC(=O)c1c[nH]cn1,-15.56679117
Oc1[nH]nc2c1NCCC2,-12.38360865
N#CCc1ccccc1C#N,-10.81503445
C=CCCOc1ccccc1,-5.611200695
CC(N)C(=O)c1ccco1,-11.82621661
Cc1ccccc1N=O,-4.781312445
NOCc1ccccc1F,-9.945299313
CCn1ccc(=N)cc1,-12.47543218
CC(C)c1ccccc1N,-6.661652435
Cc1cc(C)c(C)c(O)c1,-7.006055024
Cn1sc(N)nc1=O,-16.25361342
O=C(O)c1cnsc1,-8.588020284
Nc1csnc1C(=O)O,-13.00164952
On1cc2c(n1)CCNC2,-10.49872548
NCc1cc(F)cc(F)c1,-7.001762855
CCc1cccc(C)c1N,-6.446127851
CC(=O)c1ccccc1C=O,-10.15320593
COc1ccc(S)cc1,-5.74829908
N=C1NC(=N)c2ccccc21,-12.88178256
C#Cc1cccc(OC)c1,-5.956437872
C[C@]1(N)C[C@@H]1c1ccccc1,-6.539608015
N#Cc1cscn1,-8.631136496
CNCc1ccco1,-5.545676101
Cc1occc1S,-4.213616698
c1cc2c(cn1)CCCC2,-5.517933884
Nc1cc(C(=O)O)ccn1,-11.85577233
NCc1nnc2n1CCC2,-15.24898873
ClCc1cccnc1,-6.736978735
Cc1ccc(C=O)cc1C,-6.587807058
NC1C[C@H]1c1ccccc1,-7.478099421
CC(C)C(N)c1ncc[nH]1,-11.46832883
NCc1ccccc1CO,-9.737869608
NCc1c[nH]c(C(=O)O)c1,-13.60542709
NC1CCOc2ccccc21,-7.638308999
O=C(O)c1ncc[nH]1,-14.29774005
COc1nc(C)ccc1C#N,-8.898129451
Cc1nc(N)nc(N)n1,-12.5924628
CCc1ccccc1CC,-3.442406908
CNCc1nnc(S)o1,-11.14988633
CCNCc1ccccc1,-5.217601323
C=C(CNN)c1ccccc1,-9.5726525
C[C@H]1[C@@H](N)[C@H]1c1ccccc1,-6.383427051
CC(=O)C=Cc1ccco1,-7.99197991
CNC(=O)c1ccccn1,-13.62364998
c1cncc(C2CCCN2)c1,-7.861702559
O/N=C/c1ncc[nH]1,-18.24421946
C=C(C)c1nc(C#N)c(N)o1,-12.93710384
c1coc(C2CCCN2)c1,-6.705860515
Nc1cccc(F)c1,-7.10375833
CCC(=O)Nc1ccccc1,-8.836144013
Cc1cn(C)c(=O)n1C,-9.756889436
O=c1cccccc1O,-7.219960632
Oc1noc2c1CCNC2,-13.5241018
Nc1cnccc1C(=O)O,-10.38265496
Nc1ccccc1CCO,-10.83564188
CCc1ccccc1C,-3.373098429
CNn1c(C)n[nH]c1=O,-11.8742023
NC(=O)Cc1ccccc1,-10.76229851
NC(=S)c1ccccn1,-14.24005305
Cc1ccc(N)c(S)c1,-6.609198874
Sc1ccccc1S,-4.57393294
CC(C)n1ccccc1=O,-8.482724106
O=C(O)/C=C/c1ccccc1,-9.14941583
NC1CCCc2ccncc21,-8.769458525
Nc1nc(=O)[nH][nH]1,-21.57182969
C/C=C\c1ccc(OC)cc1,-5.317889971
Cc1cc(O)cc(O)c1O,-14.30838262
c1n[nH]c2c1CCCC2,-7.771855677
CCC(=O)c1ccccc1,-6.589093454
NC(=O)c1ccc(N)cc1,-14.9172744
CCc1occc(=O)c1O,-8.278344099
NC(=O)Oc1ccccc1,-11.41697342
OC1Nc2ccccc2N1,-10.34074357
c1ccc2c(c1)CC1CC21,-3.496008812
COc1cccc(C)c1,-4.706745432
CNc1ccccc1,-5.59172906
O=c1nc(NO)cc[nH]1,-18.00698303
CCn1ccnc1,-8.60156195
Cc1ccncc1C#CCN,-9.174974312
Cc1cncc(C#CCN)c1,-9.710127391
NCc1cccc(O)c1O,-11.42502437
O=Cc1ccc(Cl)cc1,-6.025294544
CNCc1sccc1C,-5.604781268
Nc1ccc2c(c1)COC2=O,-13.62107092
CCc1nc(C)c[nH]1,-8.839915348
c1ccoc1,-3.259362241
C=C(CN)c1ccc(C)cc1,-7.083514858
NC(N)c1ccccc1,-9.269383192
C#Cc1cc(C)oc(=O)c1,-9.195719793
C/C(=N/O)c1ccccn1,-8.460070995
Cc1cccc(C)n1,-4.739369677
C=C(CN)c1cccs1,-7.051775402
Cc1ccc(C)c(N)c1,-6.183866321
O=Cc1ccccc1,-5.99521799
CCc1n[nH]c(=O)[nH]1,-13.44100065
Cc1ccc(F)cc1,-4.483013016
Cc1cccc(C)c1,-3.155546987
O=Cc1ccc(F)cc1,-6.333565107
Sc1ccccc1,-5.37245824
Cc1ccc(S)cc1,-4.617751964
c1ccc2c(c1)COC2,-4.659870435
Cn1ccnc1O,-8.981161574
OCc1cccc(F)c1F,-7.744107185
c1cncc(C2CCN2)c1,-7.415819053
CCc1n[nH]c(=O)n1N,-12.92871403
OC1CCCc2ccccc21,-7.082096685
C=C=C(CN)c1ccccc1,-7.126455367
Cc1ccc(N)cc1N,-9.964519945
O=C(O)c1cccnc1F,-9.498807123
N#Cc1cccnc1Cl,-8.237549674
COc1cccc(CN)c1,-7.608822304
C=CSc1ccccc1,-4.379204037
O=c1cccc(O)[nH]1,-14.97849427
CCc1n[nH]c(=O)n1CC,-12.35252807
CCNCc1cccnc1,-7.519979438
C[C@@H](N)c1cc(O)no1,-14.34088764
N#CC[14CH](O)c1ccccc1,-12.25843923
C/C=C/c1ccccc1,-3.959832829
CC(=O)c1ccc(C)cc1,-6.835604482
CN[C@H](C)c1ccccc1,-5.96983521
NCc1cc(O)ns1,-12.75001173
CC(=O)Cc1ncccc1C,-7.846071285
C/N=c1\ccsn1C,-6.912631335
[O-][n+]1cccc(CO)c1,-13.29467786
CC(CN)c1cnc[nH]1,-13.28445573
NCCc1cccc(O)c1,-10.6709707
Cc1cccc2c1CC[C@H]2O,-6.630628341
C/[N+]([O-])=C/c1ccccc1,-9.630628149
Cn1c(N)cccc1=N,-11.94240636
CCNc1ccnc(=O)[nH]1,-20.22822411
NCCc1nnc(O)o1,-15.98771233
Nc1[nH]c(=O)[nH]c(=O)c1N,-19.54340362
N#CSCc1ccccc1,-8.375281843
OCc1cccnc1,-8.300859157
O=C1CCCc2[nH]ncc21,-12.71962142
Cc1[nH]cnc1CC(=O)O,-14.97991872
Cc1ccc(CN)cc1,-6.21798404
CNCc1cccnc1,-7.359387079
Cc1cccnc1C.Cl,-6.317921282
Cc1ccc(CC(C)N)cc1,-6.832887364
Cc1cc(=O)c(O)c(C)o1,-14.27784171
[N-]=[N+]=Nc1ccc(N)cc1,-8.052867206
O=CNc1ccccc1,-9.393931377
Oc1ccc2c(c1)OCO2,-8.136708817
NCC1(c2ccccc2)CC1,-6.806977476
Sc1ccc(Cl)cc1,-4.688133485
c1coc(C2=NCCN2)c1,-8.348173412
Cc1ccn(C)c(=N)c1,-8.613315212
Cc1ccccc1N.Cl,-15.65686396
CCc1ncc[nH]1,-9.41486511
Sc1ncc[nH]1,-9.787342496
CC(N)C(C)c1c[nH]cn1,-13.1167976
NC(=O)c1ccc(F)cc1,-10.96448851
OCc1ccncc1,-8.60629965
Cc1noc(/C=N\O)n1,-7.864758533
Nc1ccc2c(c1)CNCC2,-9.127954988
Cc1cccc2c1CC[C@@H]2O,-6.61334044
OCc1cc(O)cc(O)c1,-13.20821326
NCc1ccc(N)cc1,-10.07999433
Cc1nccnc1N(C)C,-5.856080197
O=CN(O)c1ccccc1,-9.959606541
NCc1cccc(CN)c1,-9.982259652
Nc1ncc(C(=O)O)cn1,-11.98632579
Cc1cccnc1C(=O)O,-9.630496372
O=C(O)/C=C/c1ccoc1,-9.547407772
Nc1nc(N)nc(N)n1,-15.0615013
Nc1cc(N)c(N)cc1N,-14.49108843
Cc1cccc(O)c1C,-6.295374848
CC(C)(CN)c1nnn[nH]1,-15.06502163
Cc1ccc(/C=[N+](/C)[O-])cc1,-9.813773217
Nc1nc(N)nc(Cl)n1,-12.06529792
COc1cc(C)oc(=O)c1,-11.44277035
Nc1cc(N)nc(S)n1,-13.65688291
O=Cc1cnc(Cl)s1,-6.495017155
C=Cc1ccccc1C=C,-4.096197027
c1ccc2c(c1)CC1NC21,-7.130283178
[O-][n+]1ccc(NO)cc1,-16.27787923
Cc1cc(C(=O)O)n[nH]1,-14.2805902
N#Cc1cccc(C#N)c1,-10.60036328
O=C/C=C\c1ccc(O)cc1,-9.458495881
[N-]=[N+]=NCc1ccccc1,-5.611307372
C=Cc1ccc([N+](=O)[O-])cc1,-7.394634316
CN(C)Cc1ccccc1,-4.170839341
O=C(NO)c1ccccn1,-9.642431612
Nc1nc[nH]n1,-12.60317439
O=CC(=O)Nc1ccccc1,-8.57840683
O=Cc1ccccc1O,-11.11381706
CC(C)(N)Cc1ccccc1,-6.946378823
O=C(O)c1cnsn1,-9.33199614
Cc1ccc2c(c1)CCC2=O,-7.428645358
N#CC(C#N)=Cc1ccco1,-11.96064808
Cn1cc(C(=O)O)c(=O)[nH]1,-21.13747982
CNC(=O)n1ncnc1N,-17.83161281
O=[PH](O)c1ccsc1,-11.95266615
O=c1[nH]oc(=O)[nH]1,-13.24953479
COc1ccn(C)c(=O)n1,-12.52713901
O=Cc1ccc(O)c(O)c1,-13.90135453
CC(C=O)c1ccccc1,-6.559500082
O=Cc1ccc(CO)o1,-11.78153163
Oc1cccc2c1CCC=C2,-6.994684542
ClCCc1cc[nH]n1,-8.999208761
c1cnc(C2N=NN=N2)cn1,-10.44991775
Fc1ccc(CS)cc1,-5.793366848
CCc1c(C)ccnc1N,-7.904373239
C/C(=N\O)c1ccco1,-10.99167851
CCCc1nsc(N)n1,-10.23005708
Cc1ccnc(N)c1,-8.001210582
Cc1cccc(CN)c1,-6.44168508
O=c1cn[nH]c(=O)[nH]1,-12.25323717
ClCc1ccccc1,-4.87698262
N=C(N)Nc1ccccn1,-12.71523513
O=[PH](O)c1ccccn1,-12.36908806
O=[N+]([O-])c1cc[nH]c1,-11.36863005
Clc1ccccc1,-3.101524651
CN(C)/N=N/c1ccccc1,-6.575721216
O/N=C\c1ccccc1,-7.070613252
OCc1ncccc1O,-10.31458895
Cc1ncc([N+](=O)[O-])n1C,-10.20491275
Cc1nnc(N)nc1C,-10.53587407
CCOc1ncccc1N,-7.635867985
Cc1ccc(N=[N+]=[N-])cc1,-4.455402576
OCc1cc(O)ccc1O,-12.86192187
C[C@@H](N)[C@@H](C)c1c[nH]cn1,-11.73402284
N#Cc1ccc(O)[nH]c1=O,-19.9500301
Cc1ccc(O)c(O)c1,-8.373029083
C#CCCc1c[nH]cn1,-11.6133966
Cc1ccc(N)cc1O,-9.97648656
CCCCc1c[nH]cn1,-9.438152006
ONCc1ccccc1,-7.739545187
Nc1ccc2c(n1)CCC2,-7.716302217
N#CCc1nnc(N)o1,-16.36513449
Oc1ccc[nH]c1=S,-17.47444667
CCC(CC)c1ncc[nH]1,-9.293272498
CCNc1ccccc1,-5.602045324
Cc1ccc(CO)cc1,-6.313302809
NCC#Cc1ccccc1,-7.417739234
Cc1c(O)ccc(O)c1C,-9.948807094
CC(N)Cc1cccs1,-6.690273166
SC1=Nc2ccccc2C1,-7.988321527
CCOc1cc[nH]c(=O)n1,-14.33320064
CNCCc1ccccn1,-6.737832149
N#Cc1ccc(NC=O)cc1,-13.62705736
Oc1cccc(O)c1,-9.821905747
N#CC(C#N)=Cc1ccc[nH]1,-11.67787325
O=c1ccc(O)ccc1O,-16.52030517
CCc1ccc(C)nc1,-5.171372661
CC(=O)C(=O)c1ccccc1,-7.948085586
Clc1ncc[nH]1,-8.559198749
NC(=O)/C=C/c1cccnc1,-13.61064797
c1ccc2c(c1)C1CN[C@@H]2C1,-6.446253353
Cc1ccc(C=O)cc1F,-6.377434331
O=C1NCCc2cncn21,-12.66298865
OCc1ccc(O)cn1,-10.56902543
CN(C)Cc1nnc(O)o1,-14.01611356
N/N=C\Cc1ccccc1,-9.043303889
CC1COc2ccccc2N1,-7.091214406
Cc1ccccc1Cl,-3.092827362
Cc1ccc(C(=O)O)s1,-8.051499234
CN=c1ccn(C)cc1,-10.77180528
N=C(N)NCc1ncc[nH]1,-16.316697
O=[N+]([O-])C=Cc1ccccc1,-8.527114163
C/C=C/c1ccc(O)cc1,-7.608615226
O=C1COc2ccccc2N1,-9.78350841
CCc1nc(CCN)c[nH]1,-12.63637595
CC(C)(CN)c1ccccc1,-7.451869503
Fc1cccnc1,-4.737957779
NOC1CCc2ccccc21,-6.78183315
CNCCc1[nH]cnc1C,-12.01879943
O=[N+]([O-])c1cccc(F)c1,-6.427327651
O=C(O)c1cccc[n+]1[O-],-16.88558501
O=c1occcc1O,-12.78836515
Cc1nc(O)cc(O)n1,-11.75439809
O=Cc1cccnc1,-7.374026888
C#Cc1ccc(OC)cc1,-6.279310592
NCc1nnn[nH]1,-15.85408408
C#Cc1ccc(F)cc1,-4.746297387
Nc1cccc(N)c1,-10.16278173
N=C(N)n1cccn1,-9.932611061
CC(C)C(=O)c1ccccc1,-6.391145424
CCc1nn(C)c(N)c1C,-9.725005653
Cc1ccc2c(c1)CCCN2,-5.414903017
Cc1cccc(CON)c1,-7.398606454
Cn1ccsc1=N,-7.742682737
N#Cc1ccccc1N,-9.472734083
Cn1sccc1=O,-8.719640506
Cc1ccc(Cl)c(O)c1,-7.830063505
c1cnccn1,-5.265957243
O=C(O)c1ccsc1,-7.719289165
Cc1cccc(O)c1N,-8.850319464
Cc1nsc(/C=N/O)n1,-10.02663716
O=c1[nH][nH]c(=S)c(=O)[nH]1,-20.72357423
C=CCn1cnnc1S,-12.94031669
CN[C@H]1C[C@@H]1c1ccccc1,-6.77178044
CSc1nccn1C,-7.422370258
O=CC(=O)c1ccccc1,-6.586495562
C=CCc1ccccc1,-3.894803968
Sc1ncccn1,-6.332423039
Cc1ccccc1NC(=N)N,-13.279398
O=C(O)c1ccc([18F])cc1,-7.706657388
CCOc1ccccc1C,-4.566911103
N=C(N)Nc1ccncc1,-15.9622417
COc1ccc(O)cc1,-8.124955554
N=C(N)c1ccc(CN)cc1,-13.89369891
NC(=O)c1cnccn1,-14.37110224
OCCOc1ccccc1,-7.724221393
NNCCc1ccccc1,-8.894345565
OCc1n[nH]c(CO)n1,-13.78794465
O=C(O)CCn1ccnc1,-14.26949582
COc1ccc(C=O)cc1,-7.897658882
Cc1ncccc1O,-7.605609453
Nc1[nH]c(=O)ncc1F,-21.2724886
OCc1ccccc1,-6.488171021
COCCCc1c[nH]cn1,-11.62652411
NC[C@@H]1C[C@H]1c1ccccc1,-7.618498508
CN1CCc2ccccc2C1,-4.639727364
CC[C@H](N)c1ccccc1,-7.370876787
N#CCC(O)c1ccccc1,-12.27447211
NNN1CCc2ccccc21,-8.335372208
O=Nc1ccc(Cl)cn1,-6.227973999
Cc1cnc(C(=O)O)cn1,-11.35527036
NCc1ccc(C(=O)O)[nH]1,-13.89120142
NCCc1ccccc1O,-9.921089977
C=Cc1cc(O)nc(O)n1,-10.91332761
CC[C@H](N)Cc1ccccc1,-7.412675228
O=Cc1ccc(O)cc1,-9.861231799
NC(=S)c1cccnc1,-12.74440807
Cc1ncccc1C#CCN,-8.490480129
CNCc1nnc(O)o1,-14.58788185
CC[C@@H](N)Cc1ccccc1,-7.487405394
Cc1cccnc1CO,-9.310196442
Nc1n[nH]c(CO)n1,-14.0828618
OCCc1ccccn1,-8.270701027
Cc1n[nH]c(C)c1CCN,-11.44489761
N#CCc1ccccc1,-8.085623228
C[C@@H](N)c1nnc(O)o1,-15.37886448
NNC(=O)c1cscn1,-14.78053369
Cc1ccc(C#CCN)cn1,-10.65582261
COC(=O)c1c[nH]nc1N,-13.21426246
c1nc[nH]n1,-10.00006211
NCc1coc(C(=O)O)c1,-11.89177258
N[C@H]1C=Cc2ccccc2C1,-7.044207631
CCOc1ccccc1O,-6.496516904
NNc1ccccc1Cl,-9.249145994
SCc1ccco1,-5.729254151
c1cncc([C@H]2CCCN2)c1,-7.498204841
Cc1cc(=N)sn1C,-10.15186306
NCC(N)c1ccccc1,-11.08315692
NC1Cc2ccccc2C1,-6.630013381
Cn1sccc1=N,-10.13352094
Nc1nc(=S)[nH][nH]1,-25.24682946
CC(=O)Nc1ccccc1,-9.730828945
Oc1noc2c1CNCC2,-13.49344166
Cc1ccc(C=O)s1,-6.755107499
CN[C@@H](C)c1ccccc1,-4.954455004
Cc1[nH]cnc1C(N)=O,-14.53509571
Oc1ccccn1,-6.040844242
CC(C)c1ccc(C#N)cc1,-7.391754045
O=NN1Cc2ccccc2C1,-8.624146034
Cn1ccncc1=N,-9.201988618
CCCCNc1ccccc1,-5.890179091
Cc1cc(Cl)ccc1N,-7.047106728
NCc1ccc(C(=O)O)o1,-12.00168096
CCc1nccnc1C,-5.529530269
Cc1ccc(C)c(O)c1C,-6.106048806
NC[C@H](O)c1ccccc1,-9.481832977
CNc1ccccc1CN,-6.752904939
Cc1nnc[nH]1,-14.49940294
NCC#Cc1cncnc1,-9.907573412
Cc1occc(=O)c1O,-8.251568247
Cc1cc(O)cc(O)c1,-10.36093684
CC(C)c1ccc(C=O)cc1,-6.651693851
N#Cc1ccc(O)cc1,-10.83635724
Cc1cccc(Cl)c1,-3.214658429
CC(=O)c1ccc(O)cc1,-10.46819712
CN(C)c1cnccn1,-6.461206916
Nc1cncc(C(=O)O)c1,-13.12510584
N#Cc1ccccc1,-6.798832396
O=C1CCOc2ccccc21,-7.548474668
Nc1ccccc1Cl,-5.978482298
S=C=NCc1ccccc1,-6.908414468
O=[N+]([O-])c1c[nH]cn1,-15.34411297
O=[PH](O)c1cccnc1,-13.53187664
NC(=O)c1nccnc1O,-13.44712514
C=CCNc1ccc(C)cc1,-6.345519172
N/N=C(/N)c1ccncc1,-11.93554768
C[C@H](N)C(=O)c1ccccc1,-8.314902831
COc1ccc(C#N)cc1N,-11.45923621
C[C@H](O)c1ccccc1,-6.37422148
CN(C)C(=O)c1ccoc1,-9.236282039
Cc1cc(O)ccc1O,-9.820562876
OCc1cc(O)[nH]n1,-14.48404777
NCc1ccc(F)cc1,-6.364695878
Cc1cc(C)nc(S)n1,-6.817682797
OCc1ccsc1,-7.144038197
Cc1cccc(NC(=N)N)c1,-13.73980836
Cc1cc(C)nc(N)c1,-7.90192595
Cc1nnc(S)o1,-9.071673616
